sample_dir,group_root,sample_name,arw_path,arw_size,arw_md5,cdf_path,cdf_size,rpt_path,rpt_size,png_count,parameter_pngs,plot_pngs,unknown_pngs,status,arw_trace_points,arw_time_min,arw_time_max,arw_signal_min,arw_signal_max,arw_signal_range,arw_baseline_p05,arw_noise_early_mad,arw_main_peak_time,arw_width_above_1pct,arw_width_above_5pct,arw_integrated_peak_count,arw_integrated_area_sum,arw_integrated_max_height,rpt_trace_points,rpt_time_min,rpt_time_max,rpt_signal_min,rpt_signal_max,rpt_signal_range,rpt_baseline_p05,rpt_noise_early_mad,rpt_main_peak_time,rpt_width_above_1pct,rpt_width_above_5pct,rpt_integrated_peak_count,rpt_integrated_area_sum,rpt_integrated_max_height,target_peak_count,hmws_time,hmws_height,hmws_area,hmws_area_pct_norm,monomer_time,monomer_height,monomer_area,monomer_area_pct_norm,lmws_time,lmws_height,lmws_area,lmws_area_pct_norm,duplicate_group_size,duplicate_dirs
data\BC10,data,BC10,data\BC10\data1079.arw,195108,2eb5a6c4c922ddbd4f04cc3769dc8bce,data\BC10\data1079.cdf,73664,data\BC10\data_m32_result_1113.rpt,185672,2,data\BC10\41c82bc4-c81d-4043-9687-72a7ad7468a9.png,,data\BC10\d79bde7f-627f-484b-9981-9de432c87c28.png,ok,9000,0.001770833,29.99844,-2.193451e-05,0.1552682,0.15529013450999998,-1.889467e-05,3.576279e-06,16.32177,7.526670000000001,6.463329999999999,0,0.0,0.0,9000,0.001770833,29.99844,0.0,100.0,100.0,0.001957522,0.0023029620000000004,16.32177,7.526670000000001,6.463329999999999,6,134616.7292,0.1552447,0,,,,,,,,,,,,,1,
data\BC11,data,BC11,data\BC11\data1083.arw,195321,28c37ae16a2d70f78db3e725a068c660,data\BC11\data1083.cdf,73664,data\BC11\data_m32_result_1114.rpt,188048,2,data\BC11\85854d15-a252-4fc8-9a48-d10999227697.png,,data\BC11\0ee9ebc5-2ed0-4e8b-af12-2223662da81f.png,ok,9000,0.001979167,29.99865,-8.583069e-06,0.1705055,0.170514083069,-4.470348e-06,1.8477439999999996e-06,16.31865,9.066670000000002,6.636669999999999,0,0.0,0.0,9000,0.001979167,29.99865,0.0,100.0,100.0,0.002411954,0.0010836309999999998,16.31865,9.066670000000002,6.636669999999999,6,147730.8427,0.1704707,0,,,,,,,,,,,,,1,
data\BC2,data,BC2,data\BC2\Method1066.arw,66991,8744fcb5bd719e42e44c0d588c97810f,data\BC2\Method1066.cdf,25568,data\BC2\Method_m32_result_1092.rpt,61776,2,data\BC2\391e9b57-93e5-46b0-8bd1-bb41000827ad.png;data\BC2\f45d0c81-9208-4f5d-98d5-6de6f4ecd420.png,,,ok,3000,0.002604167,9.99927,-0.0003469587,0.1952111,0.1955580587,-0.00012356337999999998,2.920624999999999e-06,5.095938,1.6833329999999997,1.0,0,0.0,0.0,3000,0.002604167,9.99927,0.0,100.0,100.0,0.114234775,0.0014934499999999934,5.095938,1.6833329999999997,1.0,4,42995.0534,0.1952694,4,4.037598,0.005619854,1446.464,3.3642567821534555,4.397561,0.03089488,5865.039,13.641194826379724,5.096428,0.1952694,35457.08,82.46781244839667,2,data\BC2;extra\98
data\BC3,data,BC3,data\BC3\Method4614.arw,66350,d852450fad47f348339c6f44e213c6d3,data\BC3\Method4614.cdf,25664,data\BC3\Method_m32_result_4635.rpt,64421,1,data\BC3\7b5ec85f-c14a-47da-88ec-2f78ba49198c.png,,,ok,3000,0.0005208334,9.997188,-0.0001142025,0.2215011,0.2216153025,-4.577637e-05,2.29478e-06,5.010521,1.6633330000000002,0.966666,0,0.0,0.0,3000,0.0005208334,9.997188,0.0,100.0,100.0,0.03087608,0.0010354799999999983,5.010521,1.6633330000000002,0.966666,6,46807.05694000001,0.2215025,6,3.975228,0.005806717,1507.67,3.2210313968951705,4.322619,0.03207836,5935.719,12.681248059686276,5.011285,0.2215025,38480.96,82.21187683157932,2,data\BC3;extra\jian1
data\BC4,data,BC4,data\BC4\Method4610.arw,66129,2404c366417c95d45d8f5a8eea4002d3,data\BC4\Method4610.cdf,25616,data\BC4\Method_m32_result_4634.rpt,64211,1,data\BC4\683bfe48-ffc3-4198-8891-a08383f600ff.png,,,ok,3000,0.0021875,9.998855,-0.0001103878,0.2129923,0.2131026878,-4.48823e-05,2.8610249999999986e-06,5.012187,1.673334,0.9700000000000006,0,0.0,0.0,3000,0.0021875,9.998855,0.0,100.0,100.0,0.03073894,0.0013425549999999987,5.012187,1.673334,0.9700000000000006,5,45440.300540000004,0.2129818,5,3.976436,0.00603644,1558.996,3.430866392768801,4.322966,0.03274724,6104.421,13.433936236021205,5.011676,0.2129818,36951.37,81.3184982512882,2,data\BC4;extra\jian2
data\BC5,data,BC5,data\BC5\Method4606.arw,67106,f33be1402f9dd450a73698fe3989ca8d,data\BC5\Method4606.cdf,25616,data\BC5\Method_m32_result_4633.rpt,64187,1,data\BC5\fd1049ba-6d52-4608-b8be-cca8812d5615.png,,,ok,3000,0.0003125,9.996979,-0.0001479983,0.2246202,0.2247681983,-8.177758e-05,2.1755695e-06,5.013646,1.6766670000000001,0.9666670000000002,0,0.0,0.0,3000,0.0003125,9.996979,0.0,100.0,100.0,0.02946179,0.0009679150000000032,5.013646,1.6766670000000001,0.9666670000000002,5,48240.69697,0.2246648,5,3.978531,0.006487387,1647.273,3.4146956894598945,4.323944,0.03505819,6585.64,13.651626973995604,5.01253,0.2246648,39120.71,81.0948275152999,2,data\BC5;extra\jian3
data\BC6,data,BC6,data\BC6\data4584.arw,195920,3b48fbe79d06f41103727d5774d317da,data\BC6\data4584.cdf,73664,data\BC6\data_m32_result_5046.rpt,185247,2,data\BC6\79234881-8616-4868-bd9d-dec7815a5b2d.png,,data\BC6\0f7e35ac-f361-41b5-999a-39c0f09c7dfd.png,ok,9000,0.003229167,29.9999,-9.214879e-05,0.2345535,0.23464564879,-8.726121e-05,1.3589859999999999e-05,16.67323,12.233329999999999,1.4766699999999986,0,0.0,0.0,9000,0.003229167,29.9999,0.0,100.0,100.0,0.002082962,0.005791649999999999,16.67323,12.233329999999999,1.4766699999999986,6,164394.33990000002,0.2345246,0,,,,,,,,,,,,,1,
data\BC7,data,BC7,data\BC7\data4592.arw,197922,4e29bdb33bd70ac5989fc163a8431308,data\BC7\data4592.cdf,73664,data\BC7\data_m32_result_5047.rpt,187102,2,data\BC7\4709344d-edff-4888-ac5f-7323137e5521.png,,data\BC7\34606c95-1d2a-47d0-ada1-6b3c90274b73.png,ok,9000,0.001354167,29.99802,-0.0001004934,0.223032,0.22313249340000002,-9.649993e-05,1.3113020000000003e-05,16.67802,12.24667,1.4800000000000004,0,0.0,0.0,9000,0.001354167,29.99802,0.0,100.0,100.0,0.001789749,0.00587679,16.67802,12.24667,1.4800000000000004,6,156430.0258,0.2230141,0,,,,,,,,,,,,,1,
data\BC8,data,BC8,data\BC8\data4600.arw,198616,60a35ec7ce2ad6c0e590efb6585ae5b5,data\BC8\data4600.cdf,73664,data\BC8\data_m32_result_5048.rpt,186525,2,data\BC8\c009c43d-78d4-425a-85f6-734fdec185d6.png,,data\BC8\bb97e18a-b734-4041-b33f-6274663b13b7.png,ok,9000,0.001145833,29.99781,-0.000128448,0.192025,0.192153448,-0.000123024,8.58307e-06,16.67781,12.250000000000002,1.4766699999999986,0,0.0,0.0,9000,0.001145833,29.99781,0.0,100.0,100.0,0.002822756,0.00446678,16.67781,12.250000000000002,1.4766699999999986,6,134727.52009999997,0.1920582,0,,,,,,,,,,,,,1,
data\BC9,data,BC9,data\BC9\data1075.arw,191217,a296c47b3f731bba032b36dd4452ea48,data\BC9\data1075.cdf,73664,data\BC9\data_m32_result_1112.rpt,185993,2,data\BC9\46b6e196-9a2a-46fd-a9c7-a3eccdd2c1a6.png,,data\BC9\c215a206-caa6-4947-a0f8-ecc4467b987e.png,ok,9000,0.0015625,29.99823,5.960465e-06,0.1944344,0.194428439535,1.0252e-05,1.490120000000001e-06,16.32156,9.006669999999998,6.460000000000001,0,0.0,0.0,9000,0.0015625,29.99823,0.003065541,100.0,99.996934459,0.005272731,0.0007663850000000005,16.32156,9.006669999999998,6.460000000000001,6,168929.47599999997,0.1943662,0,,,,,,,,,,,,,1,
